Course Title,Course Info,Course Rating,Course Duration,Course Level,Source,Course Info Translate,Course Title Translate
Hardware Description Languages for FPGA Design,"Explain the role of HDLs in design entry and verification for FPGAs and ASICsUtilize HDL software tools for FPGA development Designing FPGA Logic, Writing code in VHDL, Designing Test Benches, Writing Code in Verilog, Simulating FPGA Designs Basics of VHDL, VHDL Logic Design Techniques, Basics of Verilog, Verilog and System Verilog Design Techniques Computer Science",4.4,36.0,Intermediate,Coursera,"Explain the role of HDLs in design entry and verification for FPGAs and ASICsUtilize HDL software tools for FPGA development Designing FPGA Logic, Writing code in VHDL, Designing Test Benches, Writing Code in Verilog, Simulating FPGA Designs Basics of VHDL, VHDL Logic Design Techniques, Basics of Verilog, Verilog and System Verilog Design Techniques Computer Science",Hardware Description Languages for FPGA Design
Introduction to High-Throughput Materials Development,"Not specified Not specified Welcome, Introduction, Library Preparation, High-Throughput Characterization of Composition and Structure, High-Throughput Property Measurements, Applications Computer Science",4.6,16.0,Intermediate,Coursera,"Not specified Not specified Welcome, Introduction, Library Preparation, High-Throughput Characterization of Composition and Structure, High-Throughput Property Measurements, Applications Computer Science",Introduction to High-Throughput Materials Development
Fundamentos de Excel para Negocios,"Not specified Data Analysis, Printf Format String, Graphics, Table (Information), Mathematical Optimization Introducción, configuración y manejo general de Excel, Trabajando con la planilla, Copiar, pegar y mover celdas, Analizando información, Funciones en Excel, Creando gráficos, Imprimiendo planillas, Manejo avanzado de celdas Computer Science",4.8,20.0,Beginner,Coursera,"Not specified Data Analysis, Printf Format String, Graphics, Table (Information), Mathematical Optimization Introducción, configuración y manejo general de Excel, Trabajando con la planilla, Copiar, pegar y mover celdas, Analizando información, Funciones en Excel, Creando gráficos, Imprimiendo planillas, Manejo avanzado de celdas Computer Science",Excel Fundamentals for Business
Preparar datos para la exploración,"Explicar los factores que deben tenerse en cuenta a la hora de tomar decisiones respecto de la recopilación de datosAnalizar la diferencia entre datos sesgados y datos imparcialesDescribir bases de datos en relación con sus funciones y componentesDescribir las mejores prácticas a la hora de organizar datos Hoja de cálculo, Recopilación de datos, SQL, Ética de datos, Metadatos Tipos y estructuras de datos, Sesgo, credibilidad, privacidad, ética y acceso, Bases de datos: Donde se alojan los datos, Organizar y proteger tus datos, Opcional: Participar en la comunidad de datos, *Desafío del curso* Computer Science",4.7,22.0,Beginner,Coursera,"Explain the factors that must be taken into account when making decisions regarding data collection
Analyze the difference between biased data and impartial data
Describe databases in relation to their functions and components
Describe best practices for organizing data Spreadsheet, Data collection, SQL, Data ethics, Metadata Types and data structures, Bias, credibility, privacy, ethics and access, Databases: Where data is hosted, Organize and protect your data, Optional: Participate in the data community, *Course Challenge* Computer Science",Prepare data for exploration
Foundations of Career Navigating and Coaching,"Not specified Crisis Intervention, establishing trust, establish coaching agreements, Human-centered coaching Introduction to Career Coaching and Navigating, Theories Behind Career Coaching and Navigating, Module 3: Client Relationship Management, Module 4: Human-Centered Navigating and Coaching Computer Science",4.7,15.0,Beginner,Coursera,The text is already in English and does not require translation.,Foundations of Career Navigating and Coaching
Managing an Agile Team,"How to select and test agile practices to adaptively improve your team’s practice of agile How to create an agile team charter that aligns your team’s focus with company strategy while leaving it free to work creativelyHow to facilitate retrospectives with your team to iteratively, collaboratively improve your practice of agileHow to support your team’s transition to agile Kanban, agile product management, XP, backlog management, Agile Software Development The Agile Team, Learning and Deciding, Building and Managing, Practicing Agile Computer Science",4.7,11.0,Not applicable,Coursera,"How to select and test agile practices to adaptively improve your team’s practice of agile How to create an agile team charter that aligns your team’s focus with company strategy while leaving it free to work creativelyHow to facilitate retrospectives with your team to iteratively, collaboratively improve your practice of agileHow to support your team’s transition to agile Kanban, agile product management, XP, backlog management, Agile Software Development The Agile Team, Learning and Deciding, Building and Managing, Practicing Agile Computer Science",Managing an Agile Team
Introduction to iOS Mobile Application Development,"iOS mobile app development UI developmentProject developmentSwift syntax iOS App Development, Application development, Mobile Development Introduction to Mobile Application Development, Simulation and Development, Building the app Computer Science",4.7,11.0,Beginner,Coursera,"iOS mobile app development UI developmentProject developmentSwift syntax iOS App Development, Application development, Mobile Development Introduction to Mobile Application Development, Simulation and Development, Building the app Computer Science",Introduction to iOS Mobile Application Development
Getting Started with Generative AI API Specialization,"Generate text(to help build a ChatBot)Generate and Manipulate ImagesInteract with ChatGPT API glossary of computer graphics, Artificial Intelligence (AI), Computer Science, Python Programming, Computer Program Getting Started with Generative AI APIs, Images with  DALL-E, Generating code with ChatGPT API Computer Science",3.6,40.0,Beginner,Coursera,"Generate text(to help build a ChatBot)Generate and Manipulate ImagesInteract with ChatGPT API glossary of computer graphics, Artificial Intelligence (AI), Computer Science, Python Programming, Computer Program Getting Started with Generative AI APIs, Images with  DALL-E, Generating code with ChatGPT API Computer Science",Getting Started with Generative AI API Specialization
The Language of Design: Form and Meaning,"Recall and explain a lexicon of key terms relating to form, meaning, and audience, and apply them successfully within an appraisal of graphic designEstablish and articulate criteria for successful outcomes in a design project that are not limited by personal taste. Employ various ways of talking about visual form, meaning, and context for a given work of design in an objective way. Develop an ability to engage with a work of design in an objective way.  Visual Communication, Graphic Design Week 1: Course Orientation and Overview, Week 1: Audience/Context/Culture, Week 2: Basics of Form, Week 3: Meaning and Concept, Week 4: Synthesis: Critique and Effective Design Computer Science",4.6,8.0,Beginner,Coursera,"Recall and explain a lexicon of key terms relating to form, meaning, and audience, and apply them successfully within an appraisal of graphic designEstablish and articulate criteria for successful outcomes in a design project that are not limited by personal taste. Employ various ways of talking about visual form, meaning, and context for a given work of design in an objective way. Develop an ability to engage with a work of design in an objective way.  Visual Communication, Graphic Design Week 1: Course Orientation and Overview, Week 1: Audience/Context/Culture, Week 2: Basics of Form, Week 3: Meaning and Concept, Week 4: Synthesis: Critique and Effective Design Computer Science",The Language of Design: Form and Meaning
Grundlagen des User Experience Designs (UXD),"Häufige Aufgaben von UX-Designschaffenden in Einstiegspositionen und den Teams identifizieren, mit denen Sie eventuell arbeiten werden. Grundlegende Konzepte des UX-Designs wie die menschzentrierte Gestaltung, den Designprozess sowie barrierefreies, etc.Erläutern, weshalb Design-Sprints ein wichtiger und nützlicher Teil der Arbeit von UX-Designschaffenden sind.Mit der Erstellung eines Online-Portfolios beginnen, in dem Sie Ihre zukünftigen Arbeiten präsentieren können. User Experience (UX), Wireframe, Prototyp, User Experience Design (UXD), UX Research Einführung in das User Experience Design , Zentrale Begriffe, Tools und Konzepte des UX-Designs kennenlernen, An Design-Sprints teilnehmen , Eine professionelle Onlinepräsenz aufbauen  Computer Science",4.5,20.0,Beginner,Coursera,"Identify common tasks of UX designers in entry-level positions and the teams you may work with. Explain basic concepts of UX design such as human-centered design, the design process, and accessibility, etc. Explain why design sprints are an important and useful part of the work of UX designers. Start creating an online portfolio where you can showcase your future work. Learn about User Experience (UX), wireframes, prototypes, User Experience Design (UXD), and UX research. Introduction to User Experience Design, learn central terms, tools, and concepts of UX design, participate in design sprints, build a professional online presence.",Basics of User Experience Design (UXD)
Mathematics for Machine Learning: PCA,"Implement mathematical concepts using real-world dataDerive PCA from a projection perspectiveUnderstand how orthogonal projections workMaster PCA Dimensionality Reduction, Python Programming, Linear Algebra Statistics of Datasets, Inner Products, Orthogonal Projections, Principal Component Analysis Computer Science",4.0,20.0,Intermediate,Coursera,"Implement mathematical concepts using real-world dataDerive PCA from a projection perspectiveUnderstand how orthogonal projections workMaster PCA Dimensionality Reduction, Python Programming, Linear Algebra Statistics of Datasets, Inner Products, Orthogonal Projections, Principal Component Analysis Computer Science",Mathematics for Machine Learning: PCA
Introduction to Android Mobile Application Development ,"Define the Fundamental concepts of Android app developmentSet up and explore the Android Studio interface, configurations and built-in tools Use Kotlin PlaygroundCreate a simple Android app Android Studio, Application development, Mobile Development Introduction to Mobile Application Development, Emulation and Development, Building the app Computer Science",4.6,11.0,Beginner,Coursera,"Define the Fundamental concepts of Android app developmentSet up and explore the Android Studio interface, configurations and built-in tools Use Kotlin PlaygroundCreate a simple Android app Android Studio, Application development, Mobile Development Introduction to Mobile Application Development, Emulation and Development, Building the app Computer Science",Introduction to Android Mobile Application Development 
Blockchain: Foundations and Use Cases,"Not specified Not specified Module 1: Blockchain Foundations, Module 2: The Technical Side, Module 3: Blockchain in Use, Module 4: Further Topics, Module 5: Use Cases Computer Science",4.7,10.0,Beginner,Coursera,"Not specified Not specified Module 1: Blockchain Foundations, Module 2: The Technical Side, Module 3: Blockchain in Use, Module 4: Further Topics, Module 5: Use Cases Computer Science",Blockchain: Foundations and Use Cases
Exam Prep CKA: Certified Kubernetes Administrator," Elaborate the concepts of Cluster Networking, CNI plugin and Network Policy.   Analyze Ingress Resources and Controllers.   Examine Primitives blocks to create robust, self-healing, application deployments in Kubernetes.   Implement etcd Backup and Restore   Analyze and troubleshoot application and cluster components failure.   Docker, Kubernetes, AWS cloud Kubernetes Introduction and Core Concepts, Kubernetes: Storage and Networking, Kubernetes: Scaling Workloads, Kubernetes: Pods and Schedulers, Kubernetes: Cluster Architecture, Installation & Configuration, Kubernetes: Troubleshooting Computer Science",0.0,18.0,Intermediate,Coursera," Elaborate the concepts of Cluster Networking, CNI plugin and Network Policy.   Analyze Ingress Resources and Controllers.   Examine Primitives blocks to create robust, self-healing, application deployments in Kubernetes.   Implement etcd Backup and Restore   Analyze and troubleshoot application and cluster components failure.   Docker, Kubernetes, AWS cloud Kubernetes Introduction and Core Concepts, Kubernetes: Storage and Networking, Kubernetes: Scaling Workloads, Kubernetes: Pods and Schedulers, Kubernetes: Cluster Architecture, Installation & Configuration, Kubernetes: Troubleshooting Computer Science",Exam Prep CKA: Certified Kubernetes Administrator
Urban Air Mobility,"You will get an understanding of new mobility concepts and the influence of Urban Air Mobility on the whole transport system. Understanding why social acceptance plays such an important role, Analyse challenges and find solution concepts, Understanding new mobility concepts Introduction - What is Urban Air Mobility?, Urban Air Mobility from an Industry Perspective, Political perspectives, Demand Modeling for Urban Air Mobility, Aviation Management, Traffic Management for Urban Air Mobility, Urban Air Mobility and Urban Planning, Understanding the Acceptance of Urban Air Mobility, Air Mobility Trajectory Planning, Economics of Urban Air Mobility Computer Science",4.6,16.0,Intermediate,Coursera,"You will get an understanding of new mobility concepts and the influence of Urban Air Mobility on the whole transport system. Understanding why social acceptance plays such an important role, Analyse challenges and find solution concepts, Understanding new mobility concepts Introduction - What is Urban Air Mobility?, Urban Air Mobility from an Industry Perspective, Political perspectives, Demand Modeling for Urban Air Mobility, Aviation Management, Traffic Management for Urban Air Mobility, Urban Air Mobility and Urban Planning, Understanding the Acceptance of Urban Air Mobility, Air Mobility Trajectory Planning, Economics of Urban Air Mobility Computer Science",Urban Air Mobility
Reclaiming the Street for Livable Urban Spaces,"Explore the street as a space for experimentation and an arena for transitioning towards a new mobility paradigmUnderstand how tactical urbanism can be deployed for maximum effectiveness in changing the streetscapeArticulate the relationship between citizen activism and the bureaucratic structureRe-imagine the street as a space for people rather than infrastructure for moving traffic Urban Planning, Citizen Activism, Tactical Urbanism, Transition Management, Street Experiments 1 — Understanding Transitions in Mobility, 2 — Streets as Transition Experiments, 3 — Living World vs. System World, 4 — Redefining Traffic in Cities, 5 — Guerilla Style, 6 — Wrapping up the Course Computer Science",4.7,19.0,Beginner,Coursera,"Explore the street as a space for experimentation and an arena for transitioning towards a new mobility paradigmUnderstand how tactical urbanism can be deployed for maximum effectiveness in changing the streetscapeArticulate the relationship between citizen activism and the bureaucratic structureRe-imagine the street as a space for people rather than infrastructure for moving traffic Urban Planning, Citizen Activism, Tactical Urbanism, Transition Management, Street Experiments 1 — Understanding Transitions in Mobility, 2 — Streets as Transition Experiments, 3 — Living World vs. System World, 4 — Redefining Traffic in Cities, 5 — Guerilla Style, 6 — Wrapping up the Course Computer Science",Reclaiming the Street for Livable Urban Spaces
"Computers, Waves, Simulations: A Practical Introduction to Numerical Methods using Python","How to solve a partial differential equation using the finite-difference, the pseudospectral, or the linear (spectral) finite-element method.Understanding the limits of explicit space-time simulations due to the stability criterion and spatial and temporal sampling requirements.Strategies how to plan and setup sophisticated simulation tasks.Strategies how to avoid errors in simulation results.  Not specified Week 01 - Discrete World, Wave Physics, Computers, Week 02 The Finite-Difference Method - Taylor Operators, Week 03 The Finite-Difference Method - 1D Wave Equation - von Neumann Analysis, Week 04 The Finite-Difference Method in 2D - Numerical Anisotropy, Heterogeneous Media, Week 05 The Pseudospectral Method, Function Interpolation, Week 06 The Linear Finite-Element Method - Static Elasticity, Week 07 The Linear Finite-Element Method - Dynamic Elasticity, Week 08 The Spectral-Element Method - Lagrange Interpolation, Numerical Integration, Week 09 The Spectral Element Method - 1D Elastic Wave Equation, Convergence Test Computer Science",4.7,35.0,Intermediate,Coursera,"How to solve a partial differential equation using the finite-difference, pseudospectral, or linear (spectral) finite-element method. Understanding the limitations of explicit space-time simulations due to stability criteria and spatial and temporal sampling requirements. Strategies for planning and setting up complex simulation tasks. Strategies for avoiding errors in simulation results. Topics covered in the course include: Week 01 - Discrete World, Wave Physics, Computers, Week 02 - The Finite-Difference Method - Taylor Operators, Week 03 - The Finite-Difference Method - 1D Wave Equation - von Neumann Analysis, Week 04 - The Finite-Difference Method in 2D - Numerical Anisotropy, Heterogeneous Media, Week 05 - The Pseudospectral Method, Function Interpolation, Week 06 - The Linear Finite-Element Method - Static Elasticity, Week 07 - The Linear Finite-Element Method - Dynamic Elasticity, Week 08 - The Spectral-Element Method - Lagrange Interpolation, Numerical Integration, Week 09 - The Spectral Element Method - 1D Elastic Wave Equation, Convergence Test.","Computers, Waves, Simulations: A Practical Introduction to Numerical Methods using Python"
Process Mining: Data science in Action,"Not specified Petri Net, Process Modeling, Process Mining, Data Mining Introduction and Data Mining, Process Models and Process Discovery, Different Types of Process Models, Process Discovery Techniques and Conformance Checking, Enrichment of Process Models, Operational Support and Conclusion Computer Science",4.7,22.0,Intermediate,Coursera,"Not specified Petri Net, Process Modeling, Process Mining, Data Mining Introduction and Data Mining, Process Models and Process Discovery, Different Types of Process Models, Process Discovery Techniques and Conformance Checking, Enrichment of Process Models, Operational Support and Conclusion Computer Science",Process Mining: Data science in Action
IT Support Google Professional Certificate,"Dapatkan keterampilan yang dibutuhkan untuk berhasil dalam pekerjaan IT tingkat pemulaBelajar untuk melakukan tugas IT support sehari-hari termasuk perakitan komputer, jaringan nirkabel, menginstal program, dan layanan pelangganPelajari cara memberikan dukungan pelanggan secara menyeluruh, mulai dari mengidentifikasi masalah hingga pemecahan masalah dan debuggingPelajari cara menggunakan sistem termasuk Linux, Sistem Nama Domain, Antarmuka Baris Perintah, dan Kode Biner Protokol Jaringan, Algoritma dan Teknik Enkripsi, Layanan Pelanggan, Debugging, Komputasi Cloud. Dasar-Dasar Dukungan Teknis, Seluk Beluk Jaringan Komputer, Sistem Operasi dan Anda: Menjadi Pengguna yang Berdaya, Administrasi Sistem dan Layanan Infrastruktur TI, Keamanan IT: Pertahanan terhadap Kejahatan Digital Computer Science",4.9,240.0,Beginner,Coursera,"Get the skills needed to succeed in entry-level IT jobs. Learn to perform daily IT support tasks including computer assembly, wireless networking, program installation, and customer service. Learn how to provide comprehensive customer support, from identifying problems to troubleshooting and debugging. Learn how to use systems including Linux, Domain Name System, Command Line Interface, Network Protocol Binary Code, Encryption Algorithms and Techniques, Customer Service, Debugging, Cloud Computing. Basics of Technical Support, Computer Network Basics, Operating Systems and You: Becoming an Empowered User, System Administration and IT Infrastructure Services, IT Security: Defending Against Digital Crime Computer Science.",IT Support Google Professional Certificate
VLSI CAD Part II: Layout,"Not specified Not specified Orientation, ASIC Placement, Technology Mapping, ASIC Routing, Timing Analysis, Final Exam Computer Science",4.7,24.0,Intermediate,Coursera,"No especificado No especificado Orientación, Colocación de ASIC, Mapeo de Tecnología, Enrutamiento de ASIC, Análisis de Tiempos, Examen Final de Ciencias de la Computación",VLSI CAD Part II: Layout
Version Control with Git,"Not specified Version Control, Github, Command-Line Interface, Bitbucket Our First Repository, Branching and Merging I, Branching and Merging II, Git Workflows Computer Science",4.7,13.0,Not applicable,Coursera,"Not specified Version Control, Github, Command-Line Interface, Bitbucket Our First Repository, Branching and Merging I, Branching and Merging II, Git Workflows Computer Science",Version Control with Git
"Foundations of Sports Analytics: Data, Representation, and Models in Sports","Use Python to analyze team performance in sports.Become a producer of sports analytics rather than a consumer. Data Analysis, Python Programming, sports analytics Introduction to Sports Performance and Data, Introduction to Data Sources,  Introduction to Sports Data and Plots in Python, Introduction to Sports Data and Regression Using Python, More on Regressions, Is There a Hot Hand in Basketball? Computer Science",4.4,49.0,Intermediate,Coursera,"Use Python to analyze team performance in sports.Become a producer of sports analytics rather than a consumer. Data Analysis, Python Programming, sports analytics Introduction to Sports Performance and Data, Introduction to Data Sources,  Introduction to Sports Data and Plots in Python, Introduction to Sports Data and Regression Using Python, More on Regressions, Is There a Hot Hand in Basketball? Computer Science","Foundations of Sports Analytics: Data, Representation, and Models in Sports"
Introduction to Cybersecurity Careers,"Compare the roles and responsibilities of various careers within the cybersecurity field and how to progress from one level to the next level.Map IT fundamental skills, technical skills, and soft skills to the different job roles at various levels in cybersecurity.Identify the required certifications such as Security+, A+, CISSP, and CEH   for different job roles and the contents of each certification.Discover the right role for you in cybersecurity and learn how to prepare for your chosen career path. Cybersecurity, Cybersecurity Careers, Information Security (INFOSEC), CompTIA Certifications, ISC2 certifications Cybersecurity Careers\xa0, Cybersecurity Skills, Cybersecurity Certifications\xa0, Final Project and Assessment\xa0 Computer Science",4.4,8.0,Beginner,Coursera,"Compare the roles and responsibilities of various careers within the cybersecurity field and how to progress from one level to the next level. Map IT fundamental skills, technical skills, and soft skills to the different job roles at various levels in cybersecurity. Identify the required certifications such as Security+, A+, CISSP, and CEH for different job roles and the contents of each certification. Discover the right role for you in cybersecurity and learn how to prepare for your chosen career path. Cybersecurity, Cybersecurity Careers, Information Security (INFOSEC), CompTIA Certifications, ISC2 certifications Cybersecurity Careers, Cybersecurity Skills, Cybersecurity Certifications, Final Project and Assessment Computer Science.",Introduction to Cybersecurity Careers
Django Web Framework ,"Build a web serverData modelingImplement web security best practices Build a data model, Design a web application Introduction to Django, Views, Models, Templates, Course summary and graded project assessment Computer Science",4.7,45.0,Beginner,Coursera,"Build a web serverData modelingImplement web security best practices Build a data model, Design a web application Introduction to Django, Views, Models, Templates, Course summary and graded project assessment Computer Science",Django Web Framework 
GenAI for Everyone,"You will be able to discuss the fundamentals of Generative AI or GenAI, some applications of GenAI in daily life, and the responsible use of GenAI.  responsible AI, Critical Thinking, Strategic Thinking, Problem Solving, Generative AI Introduction to GenAI, Gen AI in Daily Life, How does Gen AI Work?, ""Lets Tame the Dragon"" Computer Science",4.1,9.0,Beginner,Coursera,"You will be able to discuss the fundamentals of Generative AI or GenAI, some applications of GenAI in daily life, and the responsible use of GenAI. Responsible AI, Critical Thinking, Strategic Thinking, Problem Solving, Generative AI Introduction to GenAI, Gen AI in Daily Life, How does Gen AI Work?, ""Lets Tame the Dragon"" Computer Science",GenAI for Everyone
Product Management: An Introduction,"Summarize the roles, responsibilities, skills, competencies, and knowledge requirements for a product manager’s success.Examine the end-to-end product management lifecycle and the role the product manager plays that drives product success.Investigate “value creation” and the contributions of the product manager that potentially add value to a product.Compare and contrast possible career paths in product management and the certifications that will help you progress in the field. Product Management, Value Proposition, Product manager, Product Management Lifecycle, ProdBOK Product Manager Profession Overview, The Product Lifecycle and the Product Manager, Product Management Fundamentals, Product Management Opportunities and Certifications, Final Project, Assessment and Course Wrap-up Computer Science",4.5,13.0,Beginner,Coursera,"In order to achieve success as a product manager, it is important to understand the roles, responsibilities, skills, competencies, and knowledge requirements associated with the position. This includes examining the entire product management lifecycle and the crucial role that a product manager plays in driving the success of a product. It is also important to investigate the concept of ""value creation"" and how a product manager can contribute to adding value to a product.

Additionally, it is beneficial to compare and contrast different career paths within product management and consider obtaining certifications that can help advance your career in the field. Some relevant topics to explore include Product Management, Value Proposition, Product Management Lifecycle, ProdBOK Product Manager Profession Overview, The Product Lifecycle and the Product Manager, Product Management Fundamentals, Product Management Opportunities and Certifications, Final Project, Assessment and Course Wrap-up in the field of Computer Science.",Product Management: An Introduction
Hypothesis-Driven Development,"How to drive valuable outcomes for your user and reduce waste for your team by diagnosing and prioritizing what you need to know about themHow to focus your practice of agile by pairing qualitative and quantitative analyticsHow to do just enough research when you need it by running design sprintsHow to accelerate value delivery by investing in your product pipeline Usability Testing, Continuous Delivery, hypothesis-driven development, Lean Startup ""How Do We Know if Were Building for a User that Doesnt Exist? "", How Do We Reduce Waste & Increase Wins by Testing Our Propositions Before We Build Them?, How Do We Consistently Deliver Great Usability? , How Do We Invest to Move Fast?  Computer Science",4.7,10.0,Not applicable,Coursera,"How to drive valuable outcomes for your user and reduce waste for your team by diagnosing and prioritizing what you need to know about themHow to focus your practice of agile by pairing qualitative and quantitative analyticsHow to do just enough research when you need it by running design sprintsHow to accelerate value delivery by investing in your product pipeline Usability Testing, Continuous Delivery, hypothesis-driven development, Lean Startup ""How Do We Know if Were Building for a User that Doesnt Exist? "", How Do We Reduce Waste & Increase Wins by Testing Our Propositions Before We Build Them?, How Do We Consistently Deliver Great Usability? , How Do We Invest to Move Fast?  Computer Science",Hypothesis-Driven Development
Desarrollador back-end de Meta Professional Certificate,"Gain the technical skills required to become a qualified back-end developerLearn to use programming systems including Python Syntax, Linux commands, Git, SQL, Version Control, Cloud Hosting, APIs, JSON, XML and moreBuild a portfolio using your new skills and begin interview preparation including tips for what to expect when interviewing for engineering jobsLearn in-demand programming skills and how to confidently use code to solve problems Computer Programming, Django (Web Framework), Python Programming, Bash (Unix Shell), Application Programming Interfaces (API), Cloud Hosting, Web Development, Linux Introducción al desarrollo de back-end, Programar en Python, Control de versiones, Introducción a bases de datos para el desarrollo de backend, Marco web Django, API, La pila completa, Proyecto final para desarrolladores de back-end, Preparación de la entrevista de codificación Computer Science",4.5,192.0,Beginner,Coursera,"Gain the technical skills required to become a qualified back-end developerLearn to use programming systems including Python Syntax, Linux commands, Git, SQL, Version Control, Cloud Hosting, APIs, JSON, XML and moreBuild a portfolio using your new skills and begin interview preparation including tips for what to expect when interviewing for engineering jobsLearn in-demand programming skills and how to confidently use code to solve problems Computer Programming, Django (Web Framework), Python Programming, Bash (Unix Shell), Application Programming Interfaces (API), Cloud Hosting, Web Development, Linux Introducción al desarrollo de back-end, Programar en Python, Control de versiones, Introducción a bases de datos para el desarrollo de backend, Marco web Django, API, La pila completa, Proyecto final para desarrolladores de back-end, Preparación de la entrevista de codificación Computer Science",Back-end developer at Meta Professional Certificate
Decision Making and Reinforcement Learning,"Map between qualitative preferences and appropriate quantitative utilities.Model non-associative and associative sequential decision problems with multi-armed bandit problems and Markov decision processes respectivelyImplement dynamic programming algorithms to find optimal policiesImplement basic reinforcement learning algorithms using Monte Carlo and temporal difference methods Monte Carlo Method, Reinforcement Learning, Markov Decision Process, Machine Learning, Deep Learning Decision Making and Utility Theory, Bandit Problems, Markov Decision Processes, Dynamic Programming, Partially Observable Markov Decision Processes, Monte Carlo Methods, Temporal-Difference Learning, Reinforcement Learning - Generalization Computer Science",0.0,47.0,Intermediate,Coursera,"Map qualitative preferences to quantitative utilities. Model non-associative and associative sequential decision problems with multi-armed bandit problems and Markov decision processes, respectively. Implement dynamic programming algorithms to find optimal policies. Implement basic reinforcement learning algorithms using Monte Carlo and temporal difference methods. Topics include Monte Carlo Method, Reinforcement Learning, Markov Decision Process, Machine Learning, Deep Learning, Decision Making, Utility Theory, Bandit Problems, Markov Decision Processes, Dynamic Programming, Partially Observable Markov Decision Processes, Monte Carlo Methods, Temporal-Difference Learning, and Reinforcement Learning - Generalization.",Decision Making and Reinforcement Learning
Computer Vision with Embedded Machine Learning,"How to train and develop an image classification system using machine learningHow to train and develop an object detection system using machine learningHow to deploy a machine learning model to a microcontroller Computer Programming, Python Programming, Machine Learning, Microcontroller, Embedded System Development Image Classification, Convolutional Neural Networks, Object Detection Computer Science",4.8,30.0,Intermediate,Coursera,"How to train and develop an image classification system using machine learning
How to train and develop an object detection system using machine learning
How to deploy a machine learning model to a microcontroller
Computer Programming, Python Programming, Machine Learning, Microcontroller, Embedded System Development
Image Classification, Convolutional Neural Networks, Object Detection
Computer Science",Computer Vision with Embedded Machine Learning
Introduction to Cyber Attacks,"Not specified Cybersecurity, Information Security (INFOSEC), Denial-Of-Service Attack (DOS), Risk Assessment Introduction to Cyber Security, Understanding Basic Security Frameworks, Examining Cyber Threats More Closely, Introducing Security Risk Analysis Computer Science",4.7,18.0,Beginner,Coursera,"No especificado Ciberseguridad, Seguridad de la Información (INFOSEC), Ataque de Denegación de Servicio (DOS), Introducción a la Evaluación de Riesgos de Seguridad Cibernética, Comprensión de los Marcos de Seguridad Básicos, Examinando más de cerca las Amenazas Cibernéticas, Introducción al Análisis de Riesgos de Seguridad en Ciencias de la Computación.",Introduction to Cyber Attacks
Conexión y protección: Redes y seguridad de redes,"Definición de los tipos de redes y sus componentesIlustración de cómo se envían y reciben los datos a través de una redComprensión de cómo proteger una red contra las tácticas de intrusiónDescripción de las técnicas de fortalecimiento del sistema Redes en la nube, Arquitectura de la red, Fortalecimiento de la seguridad, Protocolo de Control de Transmisión/Protocolo de Internet (TCP/IP), Seguridad de la red Arquitectura de red, Operaciones de red, Protección contra intrusiones en redes, Reforzamiento de la seguridad Computer Science",4.9,14.0,Beginner,Coursera,"Definition of types of networks and their components
Illustration of how data is sent and received through a network
Understanding how to protect a network against intrusion tactics
Description of system strengthening techniques Cloud networks, Network architecture, Security strengthening, Transmission Control Protocol/Internet Protocol (TCP/IP), Network security Network architecture, Network operations, Intrusion protection in networks, Security reinforcement Computer Science",Connection and protection: Networks and network security
Getting Started with Data Analytics on AWS,"Explain different types of data analyses – descriptive, diagnostic, predictive, prescriptive
Understand how to perform descriptive data analytics in the cloud with typical data sets
How to build simple visualizations in AWS QuickSight to do descriptive analytics (using S3, Cloudtrail, Athena)
 aws, Data Analysis, Cloud Getting Started with Data Analytics on AWS Computer Science",4.5,3.0,Beginner,Coursera,"Explain different types of data analyses – descriptive, diagnostic, predictive, prescriptive
Understand how to perform descriptive data analytics in the cloud with typical data sets
How to build simple visualizations in AWS QuickSight to do descriptive analytics (using S3, Cloudtrail, Athena)
 aws, Data Analysis, Cloud Getting Started with Data Analytics on AWS Computer Science",Getting Started with Data Analytics on AWS
Desarrollo de aplicaciones móviles con Android Specialization,"Not specified Android Studio, Database (DBMS), Instagram, Material Design, Java Programming, Heroku Programando con Java para aplicaciones Android, Fundamentos de Android, Desarrollo de aplicaciones con Android, Desarrollo de aplicaciones avanzadas con Android, Proyecto final - Construyendo una aplicación profesional con Android Computer Science",4.7,80.0,Intermediate,Coursera,"Not specified Android Studio, Database (DBMS), Instagram, Material Design, Java Programming, Heroku Programming with Java for Android applications, Android Fundamentals, Application development with Android, Advanced application development with Android, Final project - Building a professional application with Android Computer Science",Development of mobile applications with Android Specialization
Qualitative Research Methods,"Not specified Not specified Philosophy of Qualitative Research, Observation, Good Practices & Criteria, Qualitative Interviewing, Qualitative Analysis, Writing, mixing & ethics, Catch up week, Exam week Computer Science",4.6,23.0,Intermediate,Coursera,"Not specified Not specified Philosophy of Qualitative Research, Observation, Good Practices & Criteria, Qualitative Interviewing, Qualitative Analysis, Writing, mixing & ethics, Catch up week, Exam week Computer Science",Qualitative Research Methods
